Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
213,"G. A. Gbetibouo, C. Ringler","Mapping South African farming sector vulnerability to climate change and variability: A subnational assessment",2009,"","","","",472,"2024-06-21 14:48:46","","","","",,,,,213,14.20,107,2,15,"""This paper analyzes the vulnerability of South African farmers to climate change and variability by developing a vulnerability index and comparing vulnerability indicators across the nine provinces of the country. Nineteen environmental and socio-economic indicators are identified to reflect the three components of vulnerability: exposure, sensitivity, and adaptive capacity. The results of the study show that the region's most vulnerable to climate change and variability also have a higher capacity to adapt to climate change. Furthermore, vulnerability to climate change and variability is intrinsically linked with social and economic development. The Western Cape and Gauteng provinces, which have high levels of infrastructure development, high literacy rates, and low shares of agriculture in total GDP, are relatively low on the vulnerability index. In contrast, the highly vulnerable regions of Limpopo, KwaZulu Natal and the Eastern Cape are characterized by densely populated rural areas, large numbers of small-scale farmers, high dependency on rainfed agriculture and high land degradation. These large differences in the extent of vulnerability among provinces suggest that policy makers should develop region-specific policies and address climate change at the local level."" from authors' abstract","",""
312,"N. Dulvy, J. Reynolds","Predicting Extinction Vulnerability in Skates",2002,"","","","",473,"2024-06-21 14:48:46","","10.1046/j.1523-1739.2002.00416.x","","",,,,,312,14.18,156,2,22,"Abstract: Relatively few marine fishes have been assessed under World Conservation Union criteria, yet it is believed that marine fish extinction rates have been underestimated by one order of magnitude ( McKinney 1999 ). Given the paucity of data required for traditional assessment methods, we explored the use of potential correlates of extinction vulnerability to prioritize species for conservation assessment. We focused on the world's 230 species of skates and rays (Rajidae) because they have been identified as one of the most vulnerable groups of marine fishes. We searched for all documented cases of local extinction and compiled a database of body size and latitudinal and depth ranges for all species for which data were available. We found that species that have disappeared from substantial parts of their ranges ( “locally extinct” ) have large body sizes compared with all other skates, but that latitudinal and depth ranges were similar to those of other species. The body size correlate may be due to higher mortality rates and correlations with life‐history parameters such as late age at maturity. We used the locally extinct species that had the smallest size or ranges as benchmarks to generate lists of other species that may be vulnerable. Body size generated the smallest species list (7), excluding the known local extinctions, compared with lists generated by size of latitudinal (150) or depth range (63). Body size was the only trait that correctly identified the known local extinctions, suggesting that it is more useful than range sizes for identifying potentially vulnerable fishes. This provides a simple, objective method of prioritizing species for further assessment, which complements direct methods that are more data‐intensive and time‐consuming.","",""
367,"N. Smith, Elizabeth Cooper-Martin","Ethics and Target Marketing: The Role of Product Harm and Consumer Vulnerability",1997,"","","","",474,"2024-06-21 14:48:46","","10.1177/002224299706100301","","",,,,,367,13.59,184,2,27,"Target marketing might be the epitome of the marketing concept. However, in certain instances it has been criticized as unethical. The authors identify explanations for the ethical concern and controversy that can arise over targeting. An empirical study confirms public disquiet over consumer vulnerability and product harmfulness, identifies which targeting strategies are evaluated as less ethical, and highlights the likelihood of consumer boycotts and other disapproving behaviors. Evidence of ethical concern arises when both “sin” and “non-sin” products are involved, and it increases for consumers perceived to be more vulnerable. The authors discuss implications for marketing managers, researchers, and public policy.","",""
173,"P. Guillaumont","Assessing the Economic Vulnerability of Small Island Developing States and the Least Developed Countries",2010,"","","","",475,"2024-06-21 14:48:46","","10.1080/00220381003623814","","",,,,,173,12.36,173,1,14,"Abstract Macro vulnerability of the small island developing states (SIDS) as well as of least developed countries (LDCs) has been an increasing concern for the international community. This has led to the design of an economic vulnerability index (EVI) to assess the structural economic vulnerability resulting from natural or external shocks. We first explain how vulnerability affects growth, development and poverty reduction, particularly in small developing countries. We then examine how the EVI has been designed and how it can be used to compare SIDS and LDCs. We argue that EVI is a relevant tool not only for identification of LDCs, but also for geographical aid allocation to favour vulnerable countries, including LDCs and SIDS, even though not all SIDS qualify as LDCs.","",""
281,"A. Joshi, Samuel T. King, George W. Dunlap, Peter M. Chen","Detecting past and present intrusions through vulnerability-specific predicates",2005,"","","","",476,"2024-06-21 14:48:46","","10.1145/1095810.1095820","","",,,,,281,14.79,70,4,19,"Most systems contain software with yet-to-be-discovered security vulnerabilities. When a vulnerability is disclosed, administrators face the grim reality that they have been running software which was open to attack. Sites that value availability may be forced to continue running this vulnerable software until the accompanying patch has been tested. Our goal is to improve security by detecting intrusions that occurred before the vulnerability was disclosed and by detecting and responding to intrusions that are attempted after the vulnerability is disclosed. We detect when a vulnerability is triggered by executing vulnerability-specific predicates as the system runs or replays. This paper describes the design, implementation and evaluation of a system that supports the construction and execution of these vulnerability-specific predicates. Our system, called IntroVirt, uses virtual-machine introspection to monitor the execution of application and operating system software. IntroVirt executes predicates over past execution periods by combining virtual-machine introspection with virtual-machine replay. IntroVirt eases the construction of powerful predicates by allowing predicates to run existing target code in the context of the target system, and it uses checkpoints so that predicates can execute target code without perturbing the state of the target system. IntroVirt allows predicates to refresh themselves automatically so they work in the presence of preemptions. We show that vulnerability-specific predicates can be written easily for a wide variety of real vulnerabilities, can detect and respond to intrusions over both the past and present time intervals, and add little overhead for most vulnerabilities.","",""
272,"A. Brenkert, E. Malone","Modeling Vulnerability and Resilience to Climate Change: A Case Study of India and Indian States",2005,"","","","",477,"2024-06-21 14:48:46","","10.1007/S10584-005-5930-3","","",,,,,272,14.32,136,2,19,"","",""
368,"R. Ingram, J. Miranda, Z. Segal, Bradford C. Richards","Cognitive Vulnerability to Depression",1998,"","","","",478,"2024-06-21 14:48:46","","10.1891/0889-8391.14.3.347","","",,,,,368,14.15,92,4,26,"","",""
282,"J. Greenlee, John M. Trussel","Predicting the Financial Vulnerability of Charitable Organizations",2000,"","","","",479,"2024-06-21 14:48:46","","10.1002/NML.11205","","",,,,,282,11.75,141,2,24,"This article describes a model that can be used to predict which nonprofit organizations are vulnerable to financial problems. The model is based on financial indicators developed by Tuckman and Chang (1991), adapts methodologies that have been developed in the for-profit sector to predict financial vulnerability, and was empirically tested using a multiyear Internal Revenue Service database provided by the National Center for Charitable Statistics. Both internal and external stakeholders can use the model when making allocation decisions during the strategic planning process and in evaluating financial risk.","",""
348,"H. Johnson, René M. Stulz","The Pricing of Options with Default Risk",1987,"","","","",480,"2024-06-21 14:48:46","","10.1111/J.1540-6261.1987.TB02567.X","","",,,,,348,9.41,174,2,37,"This paper considers the pricing of options with default risk. The comparative statics of such options can differ from those of ordinary options, and early exercise of such American call options can be optimal. Several examples of options with default risk are considered. TRADITIONALLY, IT HAS BEEN assumed that options have no default risk. Such an assumption is reasonable when one studies options traded on an organized exchange in the U.S. Default on such options would require, as Cox and Rubinstein [5] put it, ""a very sudden and strong movement in stock prices, one considerably more extreme than any on record"" (p. 71). However, many options and financial assets containing option-like payoffs are sold by firms that have limited assets. For such options, default is often a possibility that must be taken seriously. In this paper, we study how options subject to default risk, which we hereinafter call vulnerable options, are priced. It turns out that many of the well-established results of the option-pricing literature (see, e.g., Smith [12] and references therein) do not hold for vulnerable options. In particular, the value of a vulnerable European option can fall with time to maturity, with the interest rate, and with the variance of the underlying asset. Furthermore, it may pay to exercise early a vulnerable American option on a non-dividend-paying asset.","",""
226,"Lisa R. Kleinosky, B. Yarnal, A. Fisher","Vulnerability of Hampton Roads, Virginia to Storm-Surge Flooding and Sea-Level Rise",2007,"","","","",481,"2024-06-21 14:48:46","","10.1007/S11069-006-0004-Z","","",,,,,226,13.29,75,3,17,"","",""
111,"K. Imai, R. Gaiha, W. Kang","Vulnerability and poverty dynamics in Vietnam",2011,"","","","",482,"2024-06-21 14:48:46","","10.1080/00036841003670754","","",,,,,111,8.54,37,3,13,"Drawing upon the Vietnam Household Living Standards Survey (VHLSS) data that cover the whole of Vietnam in 2002 and 2004, ex ante measures of vulnerability are constructed. These are then compared with static indicators of poverty (i.e. the headcount ratio in a particular year). Detailed analyses of the panel data show that (i) in general, vulnerability in 2002 translates into poverty in 2004; (ii) vulnerability of the poor tends to perpetuate their poverty and (iii) sections of the nonpoor but vulnerable slip into poverty. Durable reduction in poverty is conditional on (i) accurate identification of the vulnerable, (ii) their sources of vulnerability and (iii) design of social safety nets that would enable the vulnerable to reduce risks and cope better with rapid integration of markets with the larger global economy.","",""
242,"Elisabeth Schröder-Butterfill, R. Marianti","A framework for understanding old-age vulnerabilities",2006,"","","","",483,"2024-06-21 14:48:46","","10.1017/S0144686X05004423","","",,,,,242,13.44,121,2,18,"Identifying vulnerable older people and understanding the causes and consequences of their vulnerability is of human concern and an essential task of social policy. To date, vulnerability in old age has mainly been approached by identifying high risk groups, like the poor, childless, frail or isolated. Yet vulnerability is the outcome of complex interactions of discrete risks, namely of being exposed to a threat, of a threat materialising, and of lacking the defences or resources to deal with a threat. In this article, we review approaches to vulnerability in various disciplines in order to develop a systematic framework for approaching vulnerability. This framework distinguishes and examines the interactions among the domains of exposure, threats, coping capacities and outcomes. Drawing on European and Asian gerontological literature, we discuss what might be meant by these domains and their place in the understanding of vulnerability in old age. Two case studies are presented – one on homelessness in Britain, the other on familial care provision in Indonesia – to illustrate the ways in which specific vulnerabilities are created and distributed over the lifecourse.","",""
216,"W. Cheung, R. Watson, T. Morato, T. Pitcher, D. Pauly","Intrinsic vulnerability in the global fish catch",2007,"","","","",484,"2024-06-21 14:48:46","","10.3354/MEPS333001","","",,,,,216,12.71,43,5,17,"We have identified the marine fish taxa that are most vulnerable to exploitation, by compiling an index of intrinsic vulnerability based on life his- tory traits. Since 1950, the global fish catch has been increasingly dominated by species with low intrinsic vulnerability, indicated by a decline in mean vulner- ability of the taxa in the catches. This decline is strongest in catches of coral reef fishes, probably as a result of overexploitation of the more vulnerable species. The change is less apparent in estuaries, where fish communities are more transient. The opposite is observed at seamounts, where more vul- nerable species have become exploited and serially depleted in recent years. Rates of change in the mean vulnerability index in the catches from differ- ent areas are negatively correlated with the number of threatened fishes on the IUCN Red List. Particu- larly, catches from the Indo-Pacific and Caribbean regions are characterized by a high abundance of threatened fishes and by strong declines in the mean vulnerability index. Our findings suggest that fishing largely alters the community structure of coral reef fishes, which may detrimentally affect the ecosystem. Attention should also be given to deep water dem- ersal and benthopelagic fish assemblages, especially those around seamounts, which are intrinsically vul- nerable to fishing. The index of intrinsic vulnerability thus provides a novel tool for fisheries management and conservation.","",""
146,"H. Pearsall","From Brown to Green? Assessing Social Vulnerability to Environmental Gentrification in New York City",2010,"","","","",485,"2024-06-21 14:48:46","","10.1068/c08126","","",,,,,146,10.43,146,1,14,"Although urban sustainability programs frequently include measures that focus on the environmental and economic components of sustainability, the social dimension of sustainability remains underrepresented. An analytical vulnerability approach from global change vulnerability research provides one way to evaluate the distributional impacts and procedural aspects of sustainability initiatives. I apply the vulnerability approach to a study of one contemporary sustainability initiative in New York City, brownfield redevelopment, and identify populations who are vulnerable to the negative impacts of the redevelopment process: elderly residents, renters, and residents receiving government assistance. The results of the case study suggest that the vulnerability approach provides a way to develop indicators of social sustainability for inclusion in existing urban sustainability indicator projects.","",""
335,"B. Nearing, A. Huang, R. Verrier","Dynamic tracking of cardiac vulnerability by complex demodulation of the T wave.",1991,"","","","",486,"2024-06-21 14:48:46","","10.1126/SCIENCE.2017682","","",,,,,335,10.15,112,3,33,"A link is found between T wave alternans and vulnerability to ventricular fibrillation, and a new approach is provided for quantification of susceptibility to malignant arrhythmias. Complex demodulation reveals that alternation of the electrocardiogram is concentrated during the first half of the T wave, coinciding with the vulnerable period of the cardiac cycle. During myocardial ischemia and reperfusion, there are marked increases in the degree of T wave alternans that parallel the established time course of changes in vulnerability. The influence of the sympathetic nervous system in arrhythmogenesis is also accurately detected. Ultimately, complex demodulation of the electrocardiogram could provide a technique for identification and management of individuals at risk for sudden cardiac death.","",""
205,"Klein, Burton, Smith, Tol, Nicholls, Hewitt, Blaikie, Clark","Understanding Vulnerability of Coastal Communities to Climate Change Related Risks",2007,"","","","",487,"2024-06-21 14:48:46","","","","",,,,,205,12.06,26,8,17,"Global climate changes are expected to affect coastal communities around the world, many of which are already considered vulnerable to ongoing climatic variability (IPCC, 2001; and , 2003). Of these changes, accelerated sea-level rise has received much attention and may entail elevated tidal inundation, increased flood frequency, accelerated erosion, rising water tables, increased saltwater intrusion, and a suite of ecological changes. These biophysical changes are expected to cause various socio-economic impacts including loss of land infrastructure and coastal resources as well as declines in associated economic, ecological, cultural and subsistence values ( and , 1999). These impacts are scale-dependent however, in that they will be unevenly distributed among and within nations, regions, communities and individuals as a result of differential exposures and vulnerabilities ( ., 1998). In light of the rapid rate of change, widespread area and potential magnitude of these impacts, coastal vulnerability assessment has received significant international attention. However, the effects of scale on the potential inequitable distribution of climate change impacts, particularly as it frames the vulnerability of isolated island communities, has received considerably less attention. Coastal zone impacts assessment work has been driven largely by the Intergovernmental Panel on Climate Change (IPCC) via its Coastal Zone Management Subgroup (CZMS) (IPCC-CZMS, 1992), the IPCC Technical Guidelines for Assessing Climate Change Impacts and Adaptations ( , 1994), and the United Nations Environment Program (UNEP) Handbook on Methods for Climate Change Impact Assessment and Adaptation Strategies ( , 1998). These documents provide frameworks and methodologies to assess impacts of climate change by identifying key vulnerabilities. Several researchers have evaluated the merit of these frameworks for assessing coastal vulnerability and have provided refined and expanded frameworks and , 1993; , 1995; , 1998; ., 1999; and , 1999; ., 2002). Concurrently, debate on how vulnerability is defined and incorporated into conventional coastal zone impacts assessments has called for a more integrated, broadened view of vulnerability. (1996) notes that much attention is given to the physical forcings and impacts of climate at the expense of examining pre-existing social vulnerability. In addition, focus on community-based research is underemphasized ( and , 2001) and outcomes of climate models and scenarios are too broad for useful planning and adaptation at local scales ( , 2001). Drawing on the recent climate change impacts and vulnerability literature, the purpose of this paper is twofold. First, it provides a discussion of how vulnerability has been characterized and how this has influenced current coastal vulnerability assessments. From this, a multi-scaled, integrated vulnerability framework is presented that takes a more locally relevant, community-based (bottom-up) approach. This provides a methodological starting point that will be refined and applied as part of a larger study to assess the adaptive capacity to climate change and sea-level rise impacts on one of Canada's most sensitive coastlines: northeast Graham Island, Haida Gwaii (Queen Charlotte Islands), British Columbia ( ., 1998). This region is located 80 km offshore from British Columbia's north coast (54°N, 132°W, Fig. 1) and was identified for its physical exposure ( ., 1998; and , 20 MONIRUL MIZRA","",""
347,"L. S. Perloff","Perceptions of Vulnerability to Victimization",1983,"","","","",488,"2024-06-21 14:48:46","","10.1111/J.1540-4560.1983.TB00140.X","","",,,,,347,8.46,347,1,41,"Individuals who have not been victimized by negative life events, such as serious illness, accidents, or crime, tend to perceive themselves as “uniquely invulnerable,” as less vulnerable to victimization than others. The actual experience of victimization, however, appears to shatter this illusion of invulnerability, creating in victims a new and unfamiliar sense of vulnerability often accompanied by psychological distress. This article reviews literature documenting nonvictims' perceptions of unique invulnerability and victims' heightened perceptions of vulnerability, and addresses the potentially adaptive versus maladaptive consequences of these perceptions. It is argued that victims who have the most difficulty coping with their misfortune may be precisely those individuals who initially felt least vulnerable prior to being victimized. Therefore, how victims cope may depend in part on their prior beliefs about risk. In addition, a distinction is made between victims who feel “uniquely vulnerable” (more vulnerable than others) and those who feel “universally vulnerable” (equally vulnerable as others) to future misfortune. It is proposed that perceptions of universal vulnerability may be a more adaptive reaction to victimization than are perceptions of unique vulnerability.","",""
207,"S. Dercon","Vulnerability: A Micro Perspective",2006,"","","","",489,"2024-06-21 14:48:46","","","","",,,,,207,11.50,207,1,18,"High downside risk to income and livelihoods is part of life in developing countries. Climatic risks, economic fluctuations, and a large number of individual-specific shocks leave these households vulnerable to severe hardship. The paper explores the links between risk, vulnerability and poverty, taking a micro-level perspective. Risk does not just result in variability in living standards. There is increasing evidence that the lack of means to cope with risk and vulnerability is in itself a cause of persistent poverty and poverty traps. Risk results in strategies that avoid taking advantage of profitable but risky opportunities. Shocks destroy human, physical and social capital limiting opportunities further. The result is that risk is an important constraint on broad-based growth in living standards in many developing countries. It is a relatively ignored part when designing anti-poverty policies and efforts to attain the Millennium Development Goals. The paper discusses conceptual issues, the evidence and the policy implications.","",""
412,"G. Vaillant, N. C. Sobowale, C. McArthur","Some psychologic vulnerabilities of physicians.",1972,"","","","",490,"2024-06-21 14:48:46","","10.1097/00006199-197301000-00130","","",,,,,412,7.92,137,3,52,"Abstract The childhoods of 47 physicians were compared with those of 79 socioeconomically matched controls in occupations other than medicine. During 30 years of adult life, drug use, marital instability and resort to psychotherapy of the physicians was also compared with that of the controls. Physicians, especially those involved in direct patient care, were more likely than controls to have relatively poor marriages, to use drugs and alcohol heavily, and to obtain psychotherapy. Although these difficulties are often assumed to be occupational hazards of medicine, their presence or absence appeared to be strongly associated with life adjustment before medical school. Only the physicians with the least stable childhoods and adolescent adjustments appeared vulnerable to these occupational hazards. The findings may contribute to the medical and psychologic management of physician patients.","",""
241,"T. C. Winter","THE VULNERABILITY OF WETLANDS TO CLIMATE CHANGE: A HYDROLOGIC LANDSCAPE PERSPECTIVE 1",2000,"","","","",491,"2024-06-21 14:48:46","","10.1111/j.1752-1688.2000.tb04269.x","","",,,,,241,10.04,241,1,24,"ABSTRACT: The vulnerability of wetlands to changes in climate depends on their position within hydrologic landscapes. Hydrologic landscapes are defined by the flow characteristics of ground water and surface water and by the interaction of atmospheric water, surface water, and ground water for any given locality or region. Six general hydrologic landscapes are defined; mountainous, plateau and high plain, broad basins of interior drainage, riverine, flat coastal, and hummocky glacial and dune. Assessment of these landscapes indicate that the vulnerability of all wetlands to climate change fall between two extremes: those dependent primarily on precipitation for their water supply are highly vulnerable, and those dependent primarily on discharge from regional ground water flow systems are the least vulnerable, because of the great buffering capacity of large ground water flow systems to climate change.","",""
239,"Ehren B. Ngo","When Disasters and Age Collide: Reviewing Vulnerability of the Elderly",2001,"","","","",492,"2024-06-21 14:48:46","","10.1061/(ASCE)1527-6988(2001)2:2(80)","","",,,,,239,10.39,239,1,23,"Natural disasters are a growing threat to human populations, particularly to vulnerable groups such as the elderly. A review of the literature on how the elderly respond in disasters indicates there are patterns of vulnerability in the social, psychological, and physiological dimensions. Research studies from sociology, psychology, and medicine, examining disaster loss and harm as it relates to age, form the basis for the differential vulnerability reviewed within this paper. Differential vulnerability between elderly and nonelderly disaster victims is summarized and discussed in the following areas: actual loss versus relative need, the perception of loss, service stigma and threats to independence, psychological vulnerability, and morbidity and mortality. Minimizing the disaster vulnerability of the elderly requires a solid understanding of the specific needs and traits of the elderly population, and identification of the risk factors that lead to their vulnerability. Effective disaster policies and pro...","",""
370,"N. Garmezy","Vulnerability research and the issue of primary prevention.",1971,"","","","",493,"2024-06-21 14:48:46","","10.1111/J.1939-0025.1971.TB01111.X","","",,,,,370,6.98,370,1,53,"The goal of primary prevention of psychiatric disorder is a laudatory one, which unfortunately can not be realized in the absence of scientific knowledge about etiology. This paper focuses on an emergent strategy for acquiring such knowledge: the study of children who are vulnerable to the development of psychopathology in adulthood.","",""
125,"Deborah S. K. Thomas","Social Vulnerability to Disasters",2009,"","","","",494,"2024-06-21 14:48:46","","10.4324/9781420078572","","",,,,,125,8.33,125,1,15,"Framing Social Vulnerability Understanding Social Vulnerability: Maureen Fordham, William E. Lovekamp, Deborah S.K. Thomas, and Brenda D. Phillips Theoretical Framing of Worldviews, Values, and Structural Dimensions of Disasters: Jean Scandlyn, Deborah S.K. Thomas, and John Brett The Intrinsic Link of Vulnerability to Sustainable Development: John Brett and Kate Oviatt Socially Vulnerable Groups & Building Capacity Class: Brenda McCoy and Nicole Dash Race and Ethnicity: Nicole Dash Gender: Jennifer Tobin-Gurley and Elaine Enarson Age: Lori Peek Disability: Elizabeth A. Davis, Rebecca Hansen, Maria Kett, Jennifer Mincin, and John Twigg Health: Deborah S.K. Thomas, Mary Shannon Newell, and Debra Kreisberg Language and Literacy: Jenniffer M. Santos-Hernandez and Betty Hearn Morrow Households and Families: Tricia Wachtendorf, Mary M. Nelan, and Lynn Blinn-Pike Violence: Brenda D. Phillips and Pam Jenkins Religion, Faith, and Faith-Based Organizations: Brenda Phillips and Michael D. Thompson Animals: Tamara Gull Community Resilience The Nature of Human Communities: Pam Jenkins Measuring and Conveying Social Vulnerability: Deborah S.K. Thomas, Iain Hyde, and Michelle A. Meyer Social Change and Empowerment: William E. Lovekamp and Sudha Arlikatti New Ideas for Practitioners: DeeDee Bennett, Brenda D. Phillips, Deborah S.K. Thomas, Eve Gruntfest, and Jeanette Sutton We dedicate this book to our late colleague, friend, and mentor Mary Fran Myers, to all people who have suffered from natural, technological, and human-induced events, and to those who work tirelessly to reduce disaster risk. All royalties from the sale of this volume go to the Mary Fran Myers Scholarship, which recognizes individuals who have a ""commitment to disaster research and practice and have the potential to make a lasting contribution to reducing disaster vulnerability.""","",""
205,"John M. Trussel","Revisiting the Prediction of Financial Vulnerability",2002,"","","","",495,"2024-06-21 14:48:46","","10.1002/NML.13103","","",,,,,205,9.32,205,1,22,"Whether or not a nonprofit organization is vulnerable to financial problems is a concern of all stakeholders of the organization. Recently, Greenlee and Trussel (2000) and Trussel and Greenlee (2001) expanded Tuckman and Chang's work (1991) to predict which organizations are financially vulnerable. This article extends the work of these authors by developing a model of financial vulnerability that includes four financial indicators, controls for the sector to which an organization belongs, and is based on a sample of over ninety-four thousand organizations. The model is useful as a screening, monitoring, and attention-getting device.","",""
225,"R. Tol","Emission abatement versus development as strategies to reduce vulnerability to climate change: an application of FUND",2005,"","","","",496,"2024-06-21 14:48:46","","10.1017/S1355770X05002354","","",,,,,225,11.84,225,1,19,"Poorer countries are generally believed to be more vulnerable to climate change than richer countries because poorer countries are more exposed and have less adaptive capacity. This suggests that, in principle, there are two ways of reducing vulnerability to climate change: economic growth and greenhouse gas emission reduction. Using a complex climate change impact model, in which development is an important determinant of vulnerability, the hypothesis is tested whether development aid is more effective in reducing impacts than is emission abatement. The hypothesis is barely rejected for Asia but strongly accepted for Latin America and, particularly, Africa. The explanation for the difference is that development (aid) reduces vulnerabilities in some sectors (infectious diseases, water resources, agriculture) but increases vulnerabilities in others (cardiovascular diseases, energy consumption). However, climate change impacts are much higher in Latin America and Africa than in Asia, so that money spent on emission reduction for the sake of avoiding impacts in developing countries is better spent on vulnerability reduction in those countries. His last big project in a long career, Jan Feenstra managed the Netherlands Climate Change Assistance Programme through which the Dutch Government sponsors climate change research in developing countries. He hated how climate change detracted from what he considered to be the real issues. This paper is dedicated to his memory.","",""
142,"P. Thornton, Peter G. Jones, T. Owiyo, R. L. Kruska, M. Herrero, V. Orindi, S. Bhadwal, P. Kristjanson, A. Notenbaert, N. Bekele, Abisalom Omolo","Climate change and poverty in Africa: mapping hotspots of vulnerability.",2008,"","","","",497,"2024-06-21 14:48:46","","10.22004/AG.ECON.56966","","",,,,,142,8.88,14,11,16,"Climate change and increasing climate variability threaten the attainment of the Millennium Development Goals (MDG), and some of the worst effects on human health and agriculture will be in sub-Saharan Africa, particularly in vulnerable regions. The relationships between climate change and the vulnerability of resource-poor croppers and livestock keepers and their resilience to current and future climate variability need to be better understood. This paper describes the generation of information that combines projected climate change in agricultural systems with vulnerability data. The results of the analysis, in terms of vulnerable people particularly at risk for deleterious effects of climate change, are being used for impact assessment, targeting and priority setting, to help identify locations for specific research and adaptation activities. Given the heterogeneity in households’ access to resources, poverty levels and ability to cope, vulnerability assessments need to be done at the sub-national level to help improve the adaptive capacity and coping strategies of highly vulnerable households.","",""
235,"Terre Satterfield, C. K. Mertz, P. Slovic","Discrimination, Vulnerability, and Justice in the Face of Risk",2004,"","","","",498,"2024-06-21 14:48:46","","10.1111/j.0272-4332.2004.00416.x","","",,,,,235,11.75,78,3,20,"Recent research finds that perceived risk is closely associated with race and gender. In surveys of the American public a subset of white males stand out for their uniformly low perceptions of environmental health risks, while most nonwhite and nonmale respondents reveal higher perceived risk. Such findings have been attributed to the advantageous position of white males in American social life. This article explores the linked possibility that this demographic pattern is driven not simply by the social advantages or disadvantages embodied in race or gender, but by the subjective experience of vulnerability and by sociopolitical evaluations pertaining to environmental injustice. Indices of environmental (in)justice and social vulnerability were developed as part of a U.S. National Risk Survey (n= 1,192) in order to examine their effect on perceived risk. It was found that those who regarded themselves as vulnerable and supported belief statements consistent with the environmental justice thesis offered higher risk ratings across a range of hazards. Multivariate analysis indicates that our measures of vulnerability and environmental (in)justice predict perceived risk but do not account for all of the effects of race and gender. The article closes with a discussion of the implications of these findings for further work on vulnerability and risk, risk communication, and risk management practices generally.","",""
219,"C. Flint, A. Luloff","Natural Resource-Based Communities, Risk, and Disaster: An Intersection of Theories",2005,"","","","",499,"2024-06-21 14:48:46","","10.1080/08941920590924747","","",,,,,219,11.53,110,2,19,"ABSTRACT Natural resource-based communities are often theoretically assumed to be vulnerable to the negative effects of environmental and social change. Such communities are also seen as being especially vulnerable to risks and disasters. Disaster research perspectives echo this in their emphasis on environmental and social vulnerability. Also, theories of risk largely fail to illuminate community level experiences. To address this gap, a community-based approach is advanced that incorporates vulnerability, risk perception, and the capacity for local action in a framework for understanding community response to risk. The intersection of an interactional theory of community and perspectives from risk and disaster research is explored in the context of natural resource-based communities.","",""
408,"Jaok Han, P. G. de Jalon, G. Moe","Adrenergic Effects on Ventricular Vulnerability",1964,"","","","",500,"2024-06-21 14:48:46","","10.1161/01.RES.14.6.516","","",,,,,408,6.80,136,3,60,"Effects of stimulation of the cardiac sympathetic nerves and intravenous administration of sympathomimetic amines on the multiple response or fibrillation threshold (VMRT) and on other properties of the dog ventricles were compared. Stimulation of the cardiac sympathetic nerves decreased the VMRT. Administration of sympathomimetic amines caused a brief decrease in the VMRT followed by a sustained increase. Temporal dispersion of recovery of excitability and the degree of ventricular vulnerability were closely related; the ventricle was more vulnerable to fibrillation when the dispersion was increased. The hyperkalemic effect of epinephrine was not responsible for the observed changes in ventricular vulnerability.","",""
221,"C. Perrow","Organizing to Reduce the Vulnerabilities of Complexity",1999,"","","","",501,"2024-06-21 14:48:46","","10.1111/1468-5973.00108","","",,,,,221,8.84,221,1,25,"Complex and tightly coupled systems are inherently vulnerable to major system accidents, but some difficult structural changes can reduce their vulnerability. They can be decomposed into units that are connected by monitored links, despite the inefficiency of such decentralization. Designs can be inelegant and robust, rather than elegant and sensitive, despite this affront to engineering norms. Redundancies and all other safety measures should be designed in from the start and not added afterwards, since add-ons are disproportionately the source of accidents. Skepticism should be structured into the organization through explicit roles and generating worst case scenarios, and sensitive channels deliberately opened to daylight and monitoring. A formal system of error feedback should be instituted with contributions rewarded. Most important of all is increasing the role of external stakeholders in accident investigations and organizational changes, thus creating a dense network of independent organizations that keeps the risky system honest. Secret organizations which gather intelligence and perform covert actions are especially vulnerable to complexity but the least likely to adapt such structural changes. Examples are provided for each of the points.","",""
198,"L. Christiaensen, R. Boisvert","On Measuring Household Food Vulnerability: Case Evidence from Northern Mali",2000,"","","","",502,"2024-06-21 14:48:46","","","","",,,,,198,8.25,99,2,24,"This study illustrates a methodology to measure empirically household food vulnerability. Food vulnerability is defined in terms of the probability now of being undernourished in the future. The empirical analysis is based on panel data from northern Mali, collected in 1997-98. Our empirical results clearly show that even though the groups of currently undernourished and food vulnerable households overlap, they are far from identical. Female-headed households appear less vulnerable to drought shocks, partly due to community solidarity. Households with good harvests are also less vulnerable, though greater dependence on agriculture attenuates this effect. Official food aid and family food gifts are important insurance mechanisms. Simulations indicate that food vulnerability can be significantly reduced through off-farm employment generation in the area and greater access to irrigation infrastructure.","",""
